spacing,final_equity,return_pct,max_drawdown,realized_pnl,unrealized_pnl,total_pnl,trades,direction
0.003,776.7496297187088,-0.22325037028129122,0.23187672125743364,10.348867863458835,-3.086238144762219,7.262629718696616,1003,long
0.004,814.0696415790222,-0.18593035842097777,0.1926201483589891,7.611483173804666,-3.2278415947901546,4.383641579014512,609,long
0.001,631.5158778676647,-0.3684841221323353,0.37684223502843306,6.335476889271321,-2.62059902165999,3.714877867611331,4361,long
